timestamp,service,cpu_usage,memory_usage,disk_io,network_traffic,request_rate,latency_ms,error_rate,db_connections,restart_count,failure_type,cpu_usage_lag,cpu_usage_change,cpu_usage_rolling_mean,cpu_usage_rolling_std,memory_usage_lag,memory_usage_change,memory_usage_rolling_mean,memory_usage_rolling_std,latency_ms_lag,latency_ms_change,latency_ms_rolling_mean,latency_ms_rolling_std,error_rate_lag,error_rate_change,error_rate_rolling_mean,error_rate_rolling_std,db_connections_lag,db_connections_change,db_connections_rolling_mean,db_connections_rolling_std
2026-01-01 00:00:00,api-gateway,38.45,56.94,65.79,527.25,652.35,149.73,0.19,26.55,0,normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 00:05:00,api-gateway,39.87,57.65,44.62,602.25,638.86,124.11,0.24,22.35,0,normal,38.45,1.4199999999999946,38.45,0.0,56.94,0.7100000000000009,56.94,0.0,149.73,-25.61999999999999,149.73,0.0,0.19,0.04999999999999999,0.19,0.0,26.55,-4.199999999999999,26.55,0.0
2026-01-01 00:10:00,api-gateway,40.43,59.43,59.15,695.44,620.11,128.6,0.17,24.46,0,normal,39.87,0.5600000000000023,39.16,1.0040916292848963,57.65,1.7800000000000011,57.295,0.5020458146424469,124.11,4.489999999999995,136.92,18.116075733999335,0.24,-0.06999999999999998,0.215,0.03535533905932737,22.35,2.1099999999999994,24.450000000000003,2.9698484809835004
2026-01-01 00:15:00,api-gateway,35.79,59.15,50.77,752.87,663.84,148.8,0.16,31.55,0,normal,40.43,-4.640000000000001,39.583333333333336,1.020653385500355,59.43,-0.28000000000000114,58.00666666666666,1.2827444536357697,128.6,20.200000000000017,134.14666666666668,13.681017262372453,0.17,-0.010000000000000009,0.19999999999999998,0.03605551275463988,24.46,7.09,24.453333333333333,2.10000793649294
2026-01-01 00:20:00,api-gateway,41.63,52.08,59.63,612.73,576.39,140.68,0.16,29.88,0,normal,35.79,5.840000000000003,38.696666666666665,2.532771867605395,59.15,-7.07,58.74333333333333,0.9571485429823934,148.8,-8.120000000000005,133.83666666666667,13.151655155657538,0.16,0.0,0.19000000000000003,0.043588989435406726,31.55,-1.6700000000000017,26.120000000000005,4.8194086774209115
2026-01-01 00:25:00,api-gateway,42.49,58.2,43.96,650.33,578.57,123.27,0.25,30.57,0,normal,41.63,0.8599999999999994,39.28333333333333,3.0842395064802197,52.08,6.1200000000000045,56.88666666666666,4.165049019319382,140.68,-17.41000000000001,139.36,10.164487198083362,0.16,0.09,0.16333333333333333,0.005773502691896281,29.88,0.6900000000000013,28.63,3.7066022176651163
2026-01-01 00:30:00,api-gateway,42.41,52.62,38.0,517.73,600.22,132.19,0.24,28.18,0,normal,42.49,-0.0800000000000054,39.97,3.645435502103972,58.2,-5.580000000000005,56.47666666666667,3.837138690917147,123.27,8.920000000000002,137.58333333333334,13.04366640685562,0.25,-0.010000000000000009,0.18999999999999997,0.05196152422706634,30.57,-2.3900000000000006,30.666666666666668,0.8391861136442151
2026-01-01 00:35:00,api-gateway,41.59,55.38,71.11,613.99,602.99,114.43,0.17,30.54,0,normal,42.41,-0.8199999999999932,42.17666666666667,0.4751140214026752,52.62,2.760000000000005,54.29999999999999,3.3882738968389337,132.19,-17.75999999999999,132.04666666666668,8.705884982776494,0.24,-0.06999999999999998,0.21666666666666665,0.04932882862316251,28.18,2.3599999999999994,29.543333333333333,1.230054199347851
2026-01-01 00:40:00,api-gateway,37.76,55.97,41.82,606.04,660.69,133.38,0.23,27.63,0,normal,41.59,-3.8300000000000054,42.163333333333334,0.4981298358193571,55.38,0.5899999999999963,55.400000000000006,2.790053762922867,114.43,18.94999999999999,123.29666666666668,8.880030029979219,0.17,0.06,0.21999999999999997,0.043588989435406775,30.54,-2.91,29.763333333333335,1.3712889313829102
2026-01-01 00:45:00,api-gateway,36.27,54.86,50.89,555.61,584.89,145.71,0.22,28.81,0,normal,37.76,-1.4899999999999949,40.586666666666666,2.4820623145548457,55.97,-1.1099999999999994,54.656666666666666,1.7883045974702974,133.38,12.330000000000013,126.66666666666669,10.613954650992856,0.23,-0.010000000000000009,0.2133333333333333,0.03785938897200186,27.63,1.1799999999999997,28.78333333333333,1.5459732641068802
